power,wind,target
0.835,3.79,0.835
0.16899999999999998,4.16,0.16899999999999998
0.11800000000000001,4.3,0.11800000000000001
0.069,4.45,0.069
0.0,4.71,0.0
0.0,3.86,0.0
0.0,2.51,0.0
0.0,2.66,0.0
0.0,2.38,0.0
0.0,2.28,0.0
0.0,1.47,0.0
0.0,1.8,0.0
0.0,2.28,0.0
0.0,2.56,0.0
0.0,3.14,0.0
0.0,3.3,0.0
0.0,3.14,0.0
0.0,3.62,0.0
0.0,3.49,0.0
0.0,2.14,0.0
0.0,0.66,0.0
0.0,0.0,0.0
0.0,0.26,0.0
0.0,0.4,0.0
0.0,0.0,0.0
0.0,0.04,0.0
0.0,0.0,0.0
0.0,1.33,0.0
0.0,0.12,0.0
0.0,0.23,0.0
0.0,0.18,0.0
0.0,0.09,0.0
0.0,0.47,0.0
0.0,1.32,0.0
0.0,1.18,0.0
0.0,2.01,0.0
0.0,2.16,0.0
0.0,1.61,0.0
0.0,1.52,0.0
0.0,1.79,0.0
0.0,1.88,0.0
0.0,2.33,0.0
0.0,2.21,0.0
0.0,1.86,0.0
0.0,1.9,0.0
0.0,2.73,0.0
0.0,2.34,0.0
0.33,2.85,0.33
0.278,2.46,0.278
0.278,2.97,0.278
0.054000000000000006,2.86,0.054000000000000006
0.0,3.08,0.0
0.0,3.38,0.0
0.0,2.82,0.0
0.0,2.08,0.0
0.0,3.46,0.0
0.0,3.94,0.0
0.0,3.83,0.0
0.0,3.51,0.0
0.0,2.75,0.0
0.0,3.41,0.0
0.0,2.73,0.0
0.0,2.07,0.0
0.0,2.42,0.0
0.0,2.13,0.0
0.0,3.11,0.0
0.0,2.99,0.0
0.0,2.04,0.0
0.0,1.55,0.0
0.0,2.17,0.0
0.0,1.77,0.0
0.0,0.6,0.0
0.0,1.35,0.0
0.0,0.51,0.0
0.0,0.46,0.0
0.0,0.1,0.0
0.0,0.17,0.0
0.0,0.03,0.0
0.0,0.12,0.0
0.0,1.96,0.0
0.0,0.04,0.0
0.0,0.0,0.0
0.0,0.46,0.0
0.0,1.18,0.0
0.0,0.56,0.0
0.0,0.0,0.0
0.0,1.05,0.0
0.0,0.02,0.0
0.0,0.03,0.0
0.0,0.04,0.0
0.0,0.38,0.0
0.124,0.01,0.124
0.6409999999999999,2.04,0.6409999999999999
2.995,1.83,2.995
3.45,1.76,3.45
4.058,1.09,4.058
2.773,1.68,2.773
1.155,2.68,1.155
0.055999999999999994,4.03,0.055999999999999994
0.231,3.79,0.231
0.207,3.63,0.207
0.0,4.1,0.0
0.0,3.02,0.0
0.0,2.52,0.0
0.0,2.95,0.0
0.063,3.36,0.063
0.664,2.79,0.664
2.063,1.73,2.063
4.132,1.36,4.132
2.7489999999999997,1.15,2.7489999999999997
2.295,2.16,2.295
3.245,3.18,3.245
3.6860000000000004,3.67,3.6860000000000004
2.9739999999999998,3.2,2.9739999999999998
1.263,2.82,1.263
0.7959999999999999,2.38,0.7959999999999999
0.92,1.94,0.92
0.298,0.69,0.298
0.0,1.54,0.0
0.27,0.69,0.27
0.0,1.6,0.0
0.0,3.07,0.0
0.32,2.48,0.32
0.0,3.51,0.0
0.0,2.48,0.0
0.0,2.41,0.0
0.0,4.11,0.0
0.0,3.28,0.0
0.0,3.67,0.0
0.0,2.58,0.0
0.0,2.81,0.0
0.0,2.87,0.0
0.0,2.85,0.0
0.0,1.71,0.0
0.0,2.04,0.0
0.0,0.9,0.0
0.0,2.19,0.0
0.0,2.66,0.0
0.285,2.59,0.285
0.175,2.37,0.175
0.0,3.6,0.0
0.0,3.05,0.0
0.0,3.87,0.0
0.0,3.67,0.0
0.0,4.23,0.0
0.0,3.2,0.0
0.02,3.16,0.02
0.19399999999999998,3.06,0.19399999999999998
0.0,3.43,0.0
0.195,3.14,0.195
0.306,1.94,0.306
0.7120000000000001,3.38,0.7120000000000001
1.791,3.04,1.791
2.261,4.07,2.261
2.282,4.35,2.282
2.674,4.27,2.674
4.871,4.14,4.871
4.062,5.1,4.062
4.572,4.92,4.572
5.5920000000000005,4.38,5.5920000000000005
5.192,4.36,5.192
5.466,5.26,5.466
8.613,4.68,8.613
15.241,4.61,15.241
12.572000000000001,4.73,12.572000000000001
12.064,4.11,12.064
12.415999999999999,5.42,12.415999999999999
13.255,6.26,13.255
17.375,6.86,17.375
16.902,5.74,16.902
15.042,5.68,15.042
12.529000000000002,5.51,12.529000000000002
8.732000000000001,7.11,8.732000000000001
6.191,7.56,6.191
4.849,6.79,4.849
4.084,6.47,4.084
2.975,6.33,2.975
2.039,0.0,2.039
1.1,4.7,1.1
0.988,3.56,0.988
0.0,4.12,0.0
0.0,5.1,0.0
0.0,4.62,0.0
0.0,3.33,0.0
0.0,3.2,0.0
0.0,2.68,0.0
0.804,2.9,0.804
1.8619999999999999,3.03,1.8619999999999999
2.546,3.12,2.546
2.998,4.47,2.998
4.677,4.28,4.677
6.046,4.14,6.046
3.9739999999999998,4.67,3.9739999999999998
2.721,5.16,2.721
2.685,4.97,2.685
0.575,4.63,0.575
0.152,4.2,0.152
0.6659999999999999,4.05,0.6659999999999999
0.373,3.69,0.373
0.20600000000000002,2.98,0.20600000000000002
0.267,2.95,0.267
0.8220000000000001,4.18,0.8220000000000001
1.456,4.63,1.456
0.419,4.09,0.419
0.154,4.5,0.154
0.187,4.45,0.187
0.07,4.13,0.07
0.0,2.32,0.0
0.0,0.92,0.0
0.0,0.09,0.0
0.0,0.65,0.0
0.0,0.84,0.0
0.0,2.07,0.0
0.0,1.69,0.0
0.0,0.95,0.0
0.0,0.32,0.0
0.0,0.9,0.0
0.0,2.16,0.0
0.0,2.22,0.0
0.0,2.3,0.0
0.0,2.67,0.0
0.0,2.87,0.0
0.0,3.13,0.0
0.0,3.47,0.0
0.0,3.63,0.0
0.0,3.48,0.0
0.0,3.51,0.0
0.0,3.65,0.0
0.509,3.21,0.509
2.197,4.04,2.197
3.545,3.54,3.545
1.6230000000000002,4.11,1.6230000000000002
2.93,3.88,2.93
2.926,3.71,2.926
2.241,4.73,2.241
3.0660000000000003,4.5,3.0660000000000003
2.7560000000000002,3.97,2.7560000000000002
3.1489999999999996,4.63,3.1489999999999996
6.08,5.64,6.08
3.194,4.45,3.194
7.351,4.06,7.351
6.787999999999999,4.92,6.787999999999999
12.925,4.34,12.925
13.815999999999999,4.4,13.815999999999999
16.06,4.74,16.06
17.077,6.72,17.077
17.605999999999998,6.0,17.605999999999998
19.4,7.07,19.4
18.230999999999998,7.25,18.230999999999998
17.249000000000002,7.67,17.249000000000002
14.239,7.72,14.239
4.654,8.13,4.654
8.211,7.72,8.211
5.419,7.56,5.419
5.649,7.18,5.649
9.974,6.95,9.974
9.559,5.19,9.559
16.402,5.25,16.402
7.212000000000001,5.08,7.212000000000001
0.0,4.7,0.0
0.0,5.59,0.0
0.0,5.48,0.0
0.0,5.33,0.0
0.315,4.54,0.315
0.171,3.74,0.171
0.0,3.43,0.0
0.0,3.06,0.0
0.282,4.59,0.282
4.8069999999999995,4.59,4.8069999999999995
12.862,3.61,12.862
23.149,2.06,23.149
11.940999999999999,2.0,11.940999999999999
1.181,4.47,1.181
0.0,5.61,0.0
0.0,6.26,0.0
0.0,7.61,0.0
0.0,7.49,0.0
0.068,4.57,0.068
0.0,2.82,0.0
0.0,1.76,0.0
0.0,1.3,0.0
1.055,2.79,1.055
0.691,1.76,0.691
1.002,0.68,1.002
1.605,1.91,1.605
6.182,3.7,6.182
1.0290000000000001,3.85,1.0290000000000001
0.0,3.65,0.0
0.0,3.73,0.0
3.7089999999999996,4.3,3.7089999999999996
7.275,4.97,7.275
9.742,1.34,9.742
10.089,2.66,10.089
12.482999999999999,6.6,12.482999999999999
18.735,7.14,18.735
20.394000000000002,6.86,20.394000000000002
17.052,8.49,17.052
13.007,8.72,13.007
7.832000000000001,8.94,7.832000000000001
4.217,10.06,4.217
5.113,10.22,5.113
3.728,10.46,3.728
0.818,10.79,0.818
1.524,9.69,1.524
1.012,9.86,1.012
1.615,9.77,1.615
6.928,8.72,6.928
6.407,5.87,6.407
6.432,6.76,6.432
2.367,6.28,2.367
2.153,6.94,2.153
2.378,8.08,2.378
4.473,8.1,4.473
1.012,8.23,1.012
0.609,7.87,0.609
0.564,7.16,0.564
0.261,6.68,0.261
1.819,6.73,1.819
3.892,6.14,3.892
5.563,5.4,5.563
6.382000000000001,5.27,6.382000000000001
5.346,4.11,5.346
9.427999999999999,4.87,9.427999999999999
8.112,5.04,8.112
7.656000000000001,5.31,7.656000000000001
6.494,5.57,6.494
6.609,5.43,6.609
5.505,6.18,5.505
6.273,5.52,6.273
5.3020000000000005,5.72,5.3020000000000005
3.267,5.61,3.267
5.678999999999999,5.27,5.678999999999999
5.678999999999999,5.55,5.678999999999999
5.7139999999999995,4.27,5.7139999999999995
5.44,5.0,5.44
4.672,4.53,4.672
4.211,4.67,4.211
5.006,4.57,5.006
4.877,5.36,4.877
5.795,4.92,5.795
3.3710000000000004,4.58,3.3710000000000004
4.605,4.7,4.605
4.631,3.41,4.631
4.2219999999999995,4.35,4.2219999999999995
6.584,3.87,6.584
6.415,3.78,6.415
5.397,4.22,5.397
15.417,3.66,15.417
19.075,3.98,19.075
18.076,4.99,18.076
16.789,4.09,16.789
19.226,4.61,19.226
17.317,6.65,17.317
16.93,7.21,16.93
8.412,7.21,8.412
10.965,6.81,10.965
11.588,6.85,11.588
12.767999999999999,6.96,12.767999999999999
16.222,6.38,16.222
13.959000000000001,5.32,13.959000000000001
17.02,5.86,17.02
16.605999999999998,6.37,16.605999999999998
13.123,6.41,13.123
16.619,6.59,16.619
8.914,6.61,8.914
9.193999999999999,6.94,9.193999999999999
9.166,5.77,9.166
8.245,6.64,8.245
8.051,5.55,8.051
8.554,6.31,8.554
8.842,6.13,8.842
7.919,5.83,7.919
7.557,5.47,7.557
10.042,5.61,10.042
11.24,5.81,11.24
9.702,6.08,9.702
7.831,5.8,7.831
7.778,5.67,7.778
9.697000000000001,5.82,9.697000000000001
8.58,5.89,8.58
6.3870000000000005,5.87,6.3870000000000005
5.456,5.68,5.456
6.487,5.26,6.487
5.24,5.68,5.24
4.039,5.31,4.039
4.812,5.25,4.812
3.279,4.49,3.279
2.49,5.19,2.49
1.743,4.51,1.743
2.003,4.52,2.003
1.514,4.94,1.514
2.688,4.24,2.688
1.6780000000000002,3.95,1.6780000000000002
1.932,3.47,1.932
5.042,3.62,5.042
6.874,3.46,6.874
7.107,4.28,7.107
6.112,4.37,6.112
6.662000000000001,4.2,6.662000000000001
7.399,4.76,7.399
7.354,5.13,7.354
7.9879999999999995,5.61,7.9879999999999995
12.845,5.65,12.845
13.244000000000002,5.61,13.244000000000002
19.926,5.54,19.926
17.913,5.48,17.913
19.04,6.08,19.04
11.033,7.21,11.033
8.021,6.89,8.021
5.2139999999999995,7.15,5.2139999999999995
3.176,7.75,3.176
5.2989999999999995,7.26,5.2989999999999995
4.035,6.38,4.035
2.261,6.04,2.261
2.9989999999999997,5.03,2.9989999999999997
4.272,4.64,4.272
3.074,4.51,3.074
2.997,4.14,2.997
3.428,4.01,3.428
4.504,4.84,4.504
4.417,4.82,4.417
7.069,4.38,7.069
6.172999999999999,4.22,6.172999999999999
4.832,4.38,4.832
3.8,5.14,3.8
3.9010000000000002,4.0,3.9010000000000002
3.99,4.8,3.99
3.763,5.05,3.763
4.356,5.02,4.356
4.698,4.1,4.698
4.604,4.71,4.604
6.121,4.53,6.121
5.606,3.99,5.606
4.3180000000000005,5.41,4.3180000000000005
4.143,4.05,4.143
4.585,3.3,4.585
4.593999999999999,3.99,4.593999999999999
4.323,3.12,4.323
5.808,2.7,5.808
8.275,3.15,8.275
7.843,3.14,7.843
6.791,3.09,6.791
10.51,4.3,10.51
14.572000000000001,4.24,14.572000000000001
12.834000000000001,5.01,12.834000000000001
8.16,4.87,8.16
5.067,4.32,5.067
6.0489999999999995,5.42,6.0489999999999995
5.968999999999999,5.69,5.968999999999999
5.672000000000001,5.23,5.672000000000001
6.025,4.88,6.025
5.928999999999999,4.41,5.928999999999999
7.854,4.63,7.854
8.719,3.91,8.719
14.307,4.12,14.307
18.167,3.75,18.167
22.361,3.9,22.361
22.354,4.34,22.354
25.699,5.05,25.699
25.34,5.24,25.34
17.584,6.54,17.584
19.184,7.03,19.184
14.171,7.57,14.171
15.794,6.86,15.794
17.285999999999998,7.09,17.285999999999998
21.906999999999996,5.64,21.906999999999996
17.567,6.04,17.567
18.019000000000002,5.45,18.019000000000002
13.104000000000001,6.3,13.104000000000001
17.487000000000002,6.8,17.487000000000002
22.55,7.92,22.55
26.746,6.19,26.746
31.53,5.94,31.53
30.551,5.53,30.551
34.725,6.22,34.725
34.86,6.74,34.86
35.583,7.52,35.583
37.615,8.08,37.615
38.382,7.66,38.382
38.989000000000004,8.2,38.989000000000004
38.823,8.38,38.823
38.371,9.09,38.371
39.082,9.02,39.082
39.22,8.06,39.22
39.433,9.23,39.433
40.443000000000005,8.84,40.443000000000005
40.437,9.27,40.437
32.486,8.82,32.486
35.403,8.81,35.403
35.012,9.67,35.012
38.155,10.37,38.155
38.458,11.13,38.458
39.211,9.21,39.211
39.021,8.27,39.021
40.748000000000005,8.35,40.748000000000005
35.98,8.83,35.98
38.045,8.82,38.045
34.881,9.56,34.881
34.001,9.09,34.001
36.551,11.01,36.551
35.207,10.03,35.207
39.321,8.13,39.321
27.666999999999998,9.05,27.666999999999998
32.903,7.56,32.903
26.684,7.36,26.684
29.08,8.94,29.08
33.29,9.02,33.29
36.315,7.43,36.315
37.23,7.89,37.23
32.705999999999996,8.1,32.705999999999996
36.23,8.69,36.23
29.25,9.28,29.25
23.283,9.8,23.283
17.51,9.27,17.51
21.923000000000002,8.9,21.923000000000002
18.602999999999998,9.76,18.602999999999998
6.3839999999999995,9.87,6.3839999999999995
5.313,8.13,5.313
2.094,7.01,2.094
0.0,7.6,0.0
0.083,7.5,0.083
0.0,3.93,0.0
0.002,4.39,0.002
0.195,3.6,0.195
0.066,3.36,0.066
1.0170000000000001,3.0,1.0170000000000001
2.49,2.81,2.49
4.737,3.19,4.737
8.597999999999999,1.45,8.597999999999999
10.607000000000001,1.53,10.607000000000001
9.998,3.46,9.998
10.087,4.84,10.087
10.806,5.31,10.806
7.442,5.54,7.442
7.495,6.15,7.495
7.631,6.25,7.631
6.099,6.49,6.099
8.383,5.75,8.383
7.627000000000001,5.37,7.627000000000001
7.04,5.11,7.04
10.014,5.01,10.014
9.908999999999999,5.48,9.908999999999999
9.011000000000001,6.2,9.011000000000001
7.627999999999999,5.43,7.627999999999999
9.262,6.26,9.262
10.720999999999998,6.62,10.720999999999998
8.228,5.96,8.228
8.867,6.33,8.867
8.809,5.84,8.809
8.501,5.47,8.501
9.924,5.03,9.924
8.769,5.04,8.769
7.249,4.93,7.249
4.24,5.4,4.24
5.1080000000000005,5.66,5.1080000000000005
4.537,6.17,4.537
2.784,4.89,2.784
2.654,4.9,2.654
2.267,4.59,2.267
2.167,5.42,2.167
1.777,5.07,1.777
0.61,6.12,0.61
0.7020000000000001,4.14,0.7020000000000001
0.603,3.9,0.603
0.523,4.13,0.523
0.142,3.84,0.142
0.0,3.63,0.0
0.0,4.24,0.0
0.0,4.28,0.0
0.0,4.36,0.0
0.0,4.11,0.0
0.0,3.03,0.0
0.0,2.44,0.0
0.0,1.68,0.0
0.0,2.93,0.0
0.0,3.17,0.0
0.0,2.61,0.0
0.0,1.64,0.0
0.0,1.77,0.0
0.0,1.66,0.0
0.0,1.3,0.0
0.0,0.89,0.0
0.0,1.84,0.0
0.0,1.2,0.0
0.0,0.04,0.0
0.0,0.12,0.0
0.0,0.27,0.0
0.0,0.26,0.0
0.0,0.01,0.0
0.0,0.05,0.0
0.0,0.18,0.0
0.0,0.0,0.0
0.0,1.5,0.0
0.0,0.17,0.0
0.0,0.01,0.0
0.0,1.84,0.0
0.0,0.01,0.0
0.0,0.04,0.0
0.0,0.43,0.0
0.0,0.51,0.0
0.0,0.05,0.0
0.0,0.0,0.0
0.0,0.03,0.0
0.0,0.34,0.0
0.0,1.4,0.0
0.0,1.69,0.0
0.0,1.92,0.0
0.0,2.31,0.0
0.0,1.88,0.0
0.0,1.11,0.0
0.44299999999999995,1.93,0.44299999999999995
0.0,1.91,0.0
0.0,2.3,0.0
0.0,3.38,0.0
0.12,3.24,0.12
0.158,3.16,0.158
0.22,2.34,0.22
0.9059999999999999,2.86,0.9059999999999999
0.185,2.68,0.185
0.034,2.95,0.034
0.008,3.24,0.008
0.165,3.7,0.165
0.0,3.27,0.0
0.0,3.17,0.0
0.0,3.38,0.0
0.0,2.7,0.0
0.0,2.66,0.0
0.0,2.16,0.0
0.0,1.29,0.0
0.0,1.99,0.0
0.0,1.08,0.0
0.0,0.56,0.0
0.0,2.35,0.0
0.0,2.3,0.0
0.603,2.85,0.603
0.0,2.64,0.0
0.0,1.82,0.0
0.0,2.01,0.0
0.0,2.14,0.0
0.0,3.2,0.0
0.0,1.67,0.0
0.0,1.6,0.0
0.0,1.29,0.0
0.0,2.06,0.0
2.05,1.61,2.05
3.866,0.74,3.866
7.004,2.13,7.004
9.222000000000001,3.32,9.222000000000001
18.43,3.82,18.43
22.031,2.43,22.031
24.559,2.8,24.559
29.848000000000003,3.03,29.848000000000003
33.365,4.19,33.365
36.491,4.28,36.491
36.852,3.71,36.852
38.35,4.65,38.35
38.736,5.16,38.736
39.016999999999996,4.57,39.016999999999996
38.22,8.92,38.22
32.521,8.09,32.521
34.607,8.17,34.607
34.19,8.74,34.19
33.156,8.15,33.156
34.171,7.2,34.171
35.756,6.55,35.756
37.955999999999996,7.17,37.955999999999996
35.679,7.18,35.679
33.069,7.09,33.069
27.791,6.48,27.791
31.83,7.0,31.83
33.080999999999996,9.19,33.080999999999996
40.869,8.1,40.869
40.866,7.85,40.866
40.835,5.82,40.835
40.685,4.49,40.685
41.062,8.22,41.062
40.825,10.58,40.825
40.501999999999995,11.33,40.501999999999995
40.847,13.42,40.847
40.955,14.12,40.955
39.672,14.22,39.672
40.53,15.59,40.53
39.037,15.32,39.037
38.794000000000004,16.68,38.794000000000004
38.485,16.15,38.485
38.051,15.56,38.051
38.488,14.69,38.488
38.891,13.95,38.891
37.84,13.52,37.84
38.916,13.71,38.916
40.935,13.38,40.935
39.759,14.01,39.759
39.601,13.96,39.601
39.897,14.34,39.897
38.782,13.5,38.782
34.688,13.24,34.688
25.267,12.88,25.267
24.19,12.07,24.19
21.936,12.12,21.936
21.225,12.54,21.225
26.803,10.98,26.803
23.761999999999997,8.19,23.761999999999997
29.744,7.29,29.744
27.979,6.15,27.979
30.05,6.15,30.05
29.33,6.82,29.33
23.396,6.5,23.396
21.955,7.48,21.955
19.051,7.96,19.051
14.217,7.96,14.217
16.467,7.97,16.467
15.659,6.78,15.659
19.065,7.29,19.065
23.525,6.8,23.525
20.724,6.68,20.724
20.544,6.18,20.544
20.846999999999998,5.89,20.846999999999998
20.355,6.83,20.355
17.078,7.38,17.078
17.398,7.32,17.398
10.046,7.38,10.046
11.565999999999999,6.51,11.565999999999999
12.005,6.91,12.005
10.245,6.26,10.245
16.604,6.63,16.604
13.283,6.35,13.283
8.137,5.78,8.137
11.814,5.41,11.814
14.925999999999998,6.09,14.925999999999998
13.501,5.83,13.501
14.177,5.53,14.177
16.848,5.03,16.848
18.358,5.18,18.358
19.782,5.82,19.782
17.505,5.87,17.505
17.759,6.39,17.759
15.119000000000002,5.7,15.119000000000002
12.034,5.8,12.034
6.399,5.8,6.399
5.928,5.51,5.928
9.282,5.42,9.282
6.629,4.59,6.629
6.267,4.41,6.267
5.236000000000001,5.35,5.236000000000001
5.479,4.08,5.479
18.506,3.83,18.506
29.316,3.8,29.316
31.941999999999997,1.82,31.941999999999997
24.712,1.74,24.712
28.484,3.24,28.484
27.616999999999997,6.08,27.616999999999997
33.121,7.95,33.121
36.278,7.56,36.278
40.73,8.28,40.73
42.925,5.75,42.925
41.176,7.8,41.176
41.638999999999996,7.73,41.638999999999996
41.86600000000001,7.43,41.86600000000001
42.158,8.26,42.158
41.74100000000001,8.77,41.74100000000001
39.67,10.08,39.67
40.448,12.77,40.448
40.861,10.62,40.861
40.917,9.71,40.917
41.163000000000004,10.37,41.163000000000004
40.82,11.62,40.82
41.03,11.37,41.03
40.463,11.41,40.463
40.858000000000004,11.12,40.858000000000004
40.738,12.85,40.738
40.606,11.95,40.606
38.314,11.64,38.314
39.986,10.69,39.986
37.705,10.91,37.705
38.903,11.16,38.903
36.733000000000004,11.43,36.733000000000004
37.061,12.08,37.061
36.968,11.79,36.968
36.465,12.24,36.465
37.075,10.65,37.075
36.714,11.8,36.714
35.83,11.56,35.83
36.977,11.79,36.977
37.167,11.37,37.167
35.861999999999995,10.86,35.861999999999995
36.137,10.38,36.137
36.972,9.39,36.972
39.67,10.05,39.67
40.88,10.59,40.88
42.023,10.42,42.023
39.446999999999996,10.86,39.446999999999996
37.961999999999996,9.97,37.961999999999996
38.826,9.94,38.826
37.738,9.13,37.738
37.504,9.67,37.504
32.975,9.76,32.975
37.13,9.58,37.13
34.736,9.64,34.736
36.794000000000004,9.33,36.794000000000004
38.566,10.12,38.566
37.825,8.87,37.825
36.227,8.47,36.227
30.853,8.19,30.853
34.19,,34.19
31.948,9.09,31.948
35.74,8.63,35.74
34.805,8.33,34.805
38.732,7.28,38.732
35.741,7.84,35.741
35.11,7.76,35.11
29.63,7.75,29.63
32.626999999999995,8.55,32.626999999999995
29.038,8.86,29.038
32.434,7.29,32.434
30.879,8.82,30.879
29.835,7.8,29.835
31.651999999999997,7.8,31.651999999999997
30.676,7.87,30.676
28.221999999999998,8.3,28.221999999999998
25.546,8.59,25.546
22.49,8.15,22.49
20.793000000000003,8.34,20.793000000000003
17.405,7.15,17.405
17.899,6.49,17.899
11.270999999999999,7.18,11.270999999999999
14.594000000000001,7.7,14.594000000000001
10.949000000000002,6.88,10.949000000000002
7.702999999999999,6.36,7.702999999999999
7.52,4.77,7.52
6.5120000000000005,4.67,6.5120000000000005
8.208,5.29,8.208
11.379000000000001,5.02,11.379000000000001
12.512,5.86,12.512
12.427999999999999,5.9,12.427999999999999
12.306,5.28,12.306
17.449,5.36,17.449
19.355,4.89,19.355
20.325,6.1,20.325
24.467,5.54,24.467
24.039,5.05,24.039
25.018,4.99,25.018
25.877,5.39,25.877
26.851,5.57,26.851
27.771,5.32,27.771
28.2,5.43,28.2
16.614,5.87,16.614
10.182,7.13,10.182
0.0,7.06,0.0
0.0,6.8,0.0
0.0,5.89,0.0
5.1770000000000005,4.62,5.1770000000000005
20.763,2.47,20.763
22.5,2.66,22.5
15.485999999999999,2.77,15.485999999999999
18.097,3.56,18.097
13.587,5.26,13.587
12.97,5.71,12.97
9.023,6.16,9.023
5.129,7.02,5.129
3.889,5.55,3.889
4.391,4.83,4.391
3.846,5.12,3.846
5.025,4.11,5.025
3.735,3.32,3.735
4.127,3.16,4.127
9.859,3.23,9.859
7.327999999999999,2.94,7.327999999999999
3.8930000000000002,3.41,3.8930000000000002
3.36,3.72,3.36
2.8560000000000003,3.04,2.8560000000000003
1.599,3.49,1.599
1.57,4.06,1.57
2.0909999999999997,3.43,2.0909999999999997
4.503,3.09,4.503
5.692,3.34,5.692
4.927,3.67,4.927
4.132,3.59,4.132
3.6510000000000002,4.06,3.6510000000000002
1.868,4.76,1.868
2.0180000000000002,4.91,2.0180000000000002
1.4669999999999999,4.38,1.4669999999999999
1.695,3.91,1.695
1.2329999999999999,4.26,1.2329999999999999
2.032,3.56,2.032
0.425,3.2,0.425
0.449,2.7,0.449
0.965,2.31,0.965
0.96,2.07,0.96
1.456,1.92,1.456
1.035,1.49,1.035
3.6430000000000002,1.73,3.6430000000000002
3.787,1.59,3.787
2.6180000000000003,2.49,2.6180000000000003
7.7010000000000005,3.3,7.7010000000000005
9.392999999999999,3.49,9.392999999999999
10.107000000000001,4.64,10.107000000000001
14.934000000000001,4.38,14.934000000000001
20.559,4.32,20.559
13.53,5.43,13.53
8.502,5.53,8.502
7.414,6.09,7.414
4.718,6.41,4.718
9.693999999999999,7.44,9.693999999999999
4.221,5.88,4.221
6.856,5.47,6.856
4.6610000000000005,6.51,4.6610000000000005
4.291,5.83,4.291
3.2880000000000003,6.7,3.2880000000000003
1.882,5.71,1.882
3.477,5.88,3.477
3.844,5.78,3.844
0.606,4.98,0.606
0.16,5.0,0.16
0.049,4.79,0.049
0.0,5.41,0.0
0.0,4.73,0.0
0.0,3.02,0.0
0.0,3.18,0.0
0.0,3.0,0.0
0.0,2.76,0.0
0.0,2.68,0.0
0.0,2.62,0.0
0.0,2.62,0.0
0.0,1.71,0.0
0.0,1.72,0.0
0.0,1.76,0.0
0.0,2.13,0.0
0.0,0.74,0.0
0.0,0.43,0.0
0.0,1.33,0.0
0.0,1.12,0.0
0.0,1.42,0.0
0.0,0.64,0.0
0.0,1.55,0.0
0.0,1.4,0.0
0.068,2.02,0.068
0.0,2.31,0.0
1.749,1.26,1.749
7.4239999999999995,1.48,7.4239999999999995
6.959,1.81,6.959
6.6,2.04,6.6
5.452999999999999,3.3,5.452999999999999
16.132,4.53,16.132
20.207,5.85,20.207
16.558,6.12,16.558
7.289,6.42,7.289
5.962999999999999,5.45,5.962999999999999
2.035,6.82,2.035
0.35700000000000004,8.19,0.35700000000000004
0.0,7.73,0.0
0.512,7.77,0.512
1.932,8.47,1.932
1.537,6.78,1.537
2.968,3.05,2.968
4.131,3.06,4.131
1.052,4.52,1.052
0.563,2.83,0.563
0.479,3.38,0.479
0.0,2.71,0.0
0.0,3.28,0.0
0.0,2.98,0.0
0.0,2.68,0.0
0.0,2.26,0.0
0.0,1.69,0.0
0.11199999999999999,2.2,0.11199999999999999
0.161,1.72,0.161
0.466,2.0,0.466
0.6990000000000001,2.76,0.6990000000000001
1.493,3.07,1.493
1.375,3.59,1.375
0.639,3.51,0.639
1.2919999999999998,3.59,1.2919999999999998
3.9410000000000003,3.56,3.9410000000000003
3.4419999999999997,3.3,3.4419999999999997
2.779,3.45,2.779
1.952,3.39,1.952
2.142,3.65,2.142
1.136,3.77,1.136
0.843,4.29,0.843
0.147,4.0,0.147
0.0,3.98,0.0
0.0,4.58,0.0
0.0,4.25,0.0
0.0,3.36,0.0
0.0,2.87,0.0
0.0,3.01,0.0
0.0,2.4,0.0
0.0,2.08,0.0
0.306,2.24,0.306
0.0,3.3,0.0
0.008,2.93,0.008
0.799,2.88,0.799
0.531,3.32,0.531
1.9,3.92,1.9
1.73,3.68,1.73
1.006,2.95,1.006
1.724,3.54,1.724
2.889,5.19,2.889
1.829,4.11,1.829
2.541,4.62,2.541
0.0,4.53,0.0
0.38799999999999996,4.06,0.38799999999999996
0.249,3.67,0.249
0.252,5.49,0.252
1.6740000000000002,4.1,1.6740000000000002
0.581,3.94,0.581
0.154,4.29,0.154
0.711,4.41,0.711
1.8359999999999999,4.08,1.8359999999999999
1.162,3.66,1.162
0.917,3.89,0.917
2.752,4.48,2.752
4.164,4.25,4.164
4.252,3.3,4.252
7.718999999999999,4.29,7.718999999999999
7.6,4.8,7.6
10.659,4.82,10.659
16.379,5.49,16.379
18.309,5.83,18.309
21.12,5.99,21.12
32.617,6.3,32.617
30.752,6.95,30.752
32.41,7.25,32.41
34.351,8.27,34.351
32.781,8.38,32.781
34.542,8.77,34.542
35.731,8.88,35.731
34.641,8.43,34.641
35.418,8.91,35.418
35.339,8.64,35.339
30.631999999999998,8.96,30.631999999999998
27.671,8.5,27.671
25.769000000000002,8.67,25.769000000000002
23.338,8.99,23.338
22.628,9.11,22.628
20.961,8.03,20.961
19.883,7.81,19.883
19.476,8.01,19.476
18.863,7.8,18.863
20.031,7.51,20.031
18.06,7.24,18.06
17.695,5.22,17.695
15.408,7.57,15.408
15.24,7.27,15.24
15.044,6.91,15.044
